[15.501498763765714, [10.81860861557988, 8.8656760349048653]]
[14.25675725182332, [5.381976690831257, 9.9398665355669369]]
[7.5144851137866215, [-1.2860398898493861, 4.3845175809883594]]
[14.088119881694926, [9.6701323782721467, 8.7077015083406657]]
[10.458445056194428, [8.5017009901844407, 6.8283526809118174]]
[8.0756139254681365, [1.2865363698127115, 6.5069093049842692]]
[10.407294325730682, [2.8655283875383275, 9.9800714188742621]]
[19.030119236057928, [10.252193091119784, 11.004930135443988]]
[16.008195802594351, [6.7324440341836871, 9.5818087822361022]]
[10.086122102899481, [5.4170245475975367, 2.2298313216135091]]
[7.3871515824906808, [3.3463209025166778, 4.2993026620566361]]
[17.27889638842889, [7.700122527305191, 8.3465128709753511]]
[5.476084495904006, [2.0735603056253806, 2.0565080421665396]]
[8.6695348866876003, [0.51295788716687052, 4.6615845419184945]]
[7.9322615007837136, [8.820822407265382, 1.174802084212293]]
[8.3520888087808913, [7.7474811371880712, 5.3610144712892076]]
[10.694665289961886, [7.9948012282989342, 0.66367158396692694]]
[11.31976465170095, [4.8652137227574181, 5.9346501118612167]]
[11.291550574423086, [0.6125606763389595, 11.022766626863532]]
[7.4607177068162045, [3.2140682809575081, 7.4727174037817132]]
[7.2799478606446524, [3.6931256711438518, 3.5215111632091389]]
[13.780135904189356, [8.1344716891541964, 3.1250983308969955]]
[13.44179718517676, [5.8907602646574997, 1.4166354337364062]]
[12.411249493606949, [4.9897035275296, 6.1465295297888618]]
[7.2207221687191696, [3.861678764372126, 2.7763423998793355]]
[12.421628393820257, [9.2465472468810397, 0.60505137016282418]]
[6.4286235646776166, [4.962849221343979, 2.487679761786656]]
[17.056985745084599, [10.123374770252962, 8.250233555195253]]
[12.45458146670757, [5.2646072397633725, 4.2988545758448469]]
[7.8450641482101906, [4.5447995586490322, 3.7459680228295]]
[14.32394451366647, [4.1857124386173563, 9.6767018501095219]]
[6.2540893630056811, [4.8015325187173401, 0.38490739300889132]]
[14.434059976698538, [4.5637145172809834, 9.367144861492033]]
[12.809591947276623, [2.2394846947046849, 6.1574066569198314]]
[16.071372581197217, [8.1074717140831751, 7.9510566423252742]]
[3.3598048020231266, [-1.13946202898436, -1.9322651268838082]]
[17.115344246072389, [9.3188613654898109, 7.3525774420491796]]
[6.7749124439955564, [7.9627333443490498, 3.133517946927006]]
[8.9396932065301584, [1.3466440805659077, 5.0447415428126368]]
[1.7599741898490395, [0.99497196338099103, -0.34142354076429049]]
[13.124106089213374, [6.2658492506978556, 7.1285625996279878]]
[17.145983618465412, [9.3513592787662194, 10.934655726259068]]
[5.6061431982398862, [0.62685422045797456, 4.0862229144369691]]
[9.5631905744585239, [4.8174565061770274, 8.1131101722836192]]
[16.616882994237315, [6.5072475490532842, 11.73105761395872]]
[10.217014179208013, [7.5039524957941115, 3.5491777761026135]]
[5.2144132869871456, [5.2581923813839895, 1.7988159171138718]]
[9.9569090503464643, [3.7881979595717414, 4.059547709799757]]
[13.301350201199584, [3.5319543076782143, 8.4462564386367376]]
[4.7331280155229232, [2.4459507580954565, 4.0716646095693179]]
[10.627041754986202, [10.917634028967138, 1.9480175024108475]]
[7.9612260932385173, [2.8459299216008231, 6.2842463226695964]]
[11.256340542125898, [5.1646734810100234, 3.9768130303144549]]
[10.692711853353671, [10.220657233751728, 0.66524997307877665]]
[5.1082060108999112, [3.6174193530403818, 0.91314108822369566]]
[9.3636574537394637, [3.8561975666283481, 4.8020682672476136]]
[10.244837463650647, [5.0820313783728617, 9.2042916714565379]]
[9.633579075469461, [5.0219184787229292, 0.90746333789019773]]
[5.0367285968803621, [1.282952501898504, 5.7683537593353664]]
[11.29379875281899, [7.9333042709479544, 4.5817149993754018]]
