[1.0419766942581599, -0.057426677019702423]
[3.0094448943005077, 1.6085811058713624]
[1.3625819887860597, -0.36920016905606684]
[3.678717728527328, -0.35646539908002284]
[-0.43061500208998582, -2.0811026855739154]
[1.8422732132685509, 4.7894805842253341]
[1.6734312389539858, 1.1889475699970211]
[3.2476801596984717, -0.61587235222921821]
[-1.6944126266450046, 2.6328701767470029]
[1.6102194397758187, 1.2450833750542993]
[-0.60315399971196781, 0.25889421862430628]
[2.1716769339945339, 3.0164031158015083]
[0.7538117467781984, -1.465706199764766]
[3.5734612164682624, 1.3317725170630088]
[0.31427093770320252, 0.24572516723467341]
[1.1542858238426428, 3.0841516273731102]
[1.196998956289866, 1.3530707028430793]
[0.94288357483578888, 0.4122771456275629]
[-0.7671676654048708, 1.1809863148931858]
[2.6026726374606177, 3.3896998858831742]
[1.1623325441171122, -0.31346365984888874]
[1.4404609676851905, 1.6219395816002249]
[-0.7444333838997923, -0.1706425546467869]
[2.1817814473590751, 0.72473753583833278]
[-1.4395123636972249, -0.65105407236022717]
[4.3311217991708801, 1.0367560497519595]
[-0.032469603874315876, 1.8826816914659532]
[-0.13735022950862907, 1.2976986445257346]
[0.34187479109463492, -0.092890901862987527]
[2.7700137957686781, 1.0037083203437063]
[1.033951034388485, 0.63142488724621271]
[3.2451999250340435, 2.9252768204705974]
[-0.75694605974286933, 2.2961933283915261]
[-0.065119176232149023, -0.67690593051420578]
[1.2928256212795513, 0.24029523892094004]
[2.3924810629633488, 0.56460538397521076]
[1.777582965017855, -1.5249971604198107]
[2.9379519188915868, 2.6732866266549888]
[1.1287820164313318, 0.19261000019936927]
[1.8508771154815129, 1.9782563977883814]
[1.0556937105688071, 1.1162745825115028]
[4.1163530924763894, 2.3666130322264229]
[1.3988826233990759, 0.0023398872767966335]
[2.5548976150545109, 1.7614609982615843]
[-0.51192916929377652, -1.0316641850091965]
[2.9675285358443704, 1.8323815303792768]
[1.471036461388787, 0.66300526916479918]
[2.6355581989526562, 2.8147286343253319]
[-1.8078783202683206, 1.1554917025666209]
[2.6673947030869964, 0.76005076355832069]
[-0.7153075075322467, 1.7444265166796233]
[3.1423805868838799, 1.9442393742969544]
[-1.054554603581572, 0.67933478324675778]
[1.663546679560534, 3.9078766014133501]
[-0.16873898557032593, -0.97793724670798909]
[1.0768746042522952, 2.0692290279630532]
[1.181357037514164, -0.0041238602603792208]
[2.1221275921556537, 2.0684907167526161]
[0.11231449073785384, 0.60446166768599352]
[3.0785245632069316, 1.4161860752377771]
[-0.29830839894722222, 1.0964673946352224]
[2.9429687096840667, 2.185429679411234]
[0.87036719292577536, -0.43891648343812717]
[1.6490926914165749, 2.4371591469854552]
[1.2637238805055611, -0.26116108113679232]
[2.2015007013285715, 1.6942500615467604]
[1.1949962301041419, -1.6300769013290852]
[3.1757166163454489, 3.015746356236177]
[-1.0776296483082337, -0.10063661871136725]
[2.191725699572272, 0.26282200030779301]
[0.59097747110362353, -0.78337703068644893]
[1.2833787459596981, 2.9850635878819243]
[-1.3080627423971827, -1.3161902087977639]
[1.3634303039909672, 1.5454393939027296]
[2.3302408065677525, 1.4339043816226975]
[1.5003806825279928, 0.97503207511248924]
[0.77334834979218836, -1.0635509944575867]
[1.420145741660668, 3.3624891453510575]
[-1.0874799568712632, 0.24268831789463816]
[2.0106818293599305, 1.2520802857360827]
[-1.0683493148878278, -0.10703372249968868]
[2.0090108373308131, 1.2763430728744893]
[-1.4848435179528687, -0.15105340507746154]
[1.0167456268014727, 0.97724204098776868]
[-1.0155766861070381, -0.38877915182634337]
[1.5158574402563145, 1.1070656202178131]
[-0.1934714162275574, -0.97346572973240053]
[2.0554377906704637, 1.129859991654067]
[1.5186096729514129, -0.44861976468340276]
[1.5871974790053058, 2.0368924301923137]
[0.77109367875931456, -0.36533992335598892]
[1.7747785303791581, 2.6024170177348287]
[0.057733829739662623, 0.95026222362293178]
[0.023588301832147884, -0.18924292603675008]
[0.40723642724257769, 1.2237062923232251]
[3.3406156527602411, 1.7365164544519975]
[-0.29690848921473206, -0.97073893017372259]
[2.1541362604832157, 0.51684163441882403]
[-1.5495653806383862, 0.7316130666434002]
[3.0020648203411016, 3.3687411597467789]
[0.69586853649632241, 0.044434072023240546]
[3.165334509990144, 2.983677603239685]
[0.19961623217381777, 0.21179554607973888]
[1.5766361206822701, 0.6862153951658212]
[0.89327280397358455, -0.64441449356447067]
[2.2451186547685742, 1.1934288987247159]
[0.60081934954380789, 0.42938896345058031]
[1.6400010462999468, 0.92686052394828677]
[0.27536929160049661, 0.84060748808825636]
[0.83106571242162963, 3.7360800647687569]
[-2.2931928153066172, 0.57626154779104377]
[3.039946562184209, 1.3536189892924648]
[-0.1443205740298833, 0.74150888635334289]
[3.6415497644709953, 1.8951203217335033]
[-0.20943600801697188, -0.54472204434572269]
[2.3217010048807589, 3.3663269759593066]
[-3.410728614575949, 1.8503651117077511]
[1.0328302494445991, 1.6032618412368069]
[0.34667985501045756, -0.075247833174262535]
[4.3986667051408848, 2.8455842051712201]
[0.94251432726253115, 0.51666284481241498]
[1.2931229701454363, 1.9071270073695494]
[-0.45074587672055128, -0.31509488896104876]
[1.1998391723461888, 1.6436958559353307]
[0.362389987225952, 0.65800251124412634]
[1.8747200439882425, 2.107233571420895]
[0.4225468380610784, -0.10712307026573044]
[1.2409926688676154, 1.6330427077484073]
[-0.15345172099259402, -1.3220637863857672]
[-0.031462299412880146, 2.2539106723204174]
[0.016962135301056926, 0.55837967545189171]
[2.9830353281972561, 2.767385862598323]
[-0.3301819384615779, -0.085471176917945882]
[1.1884042384506097, 2.2807837212948727]
[-1.3135959614603914, 0.84116487037341214]
[0.67303144491797906, 3.3604267673412291]
[0.0094155066589682243, -0.65322878280197161]
[2.5859182837545678, 0.27666590243090483]
[-0.60429216635195271, 1.8824536853719562]
[3.0110323378801969, 4.4402882731064643]
[1.5676161188666295, 0.10529907855773836]
[2.0889992817425873, 2.6614235848491385]
[1.4893039468446931, -0.049537594701916723]
[2.1173693109873311, 1.7235663577405858]
[-0.23786933519284609, -0.028799687786442481]
[1.3014690157026565, 2.5684966522367474]
[-1.5576976595533034, 0.32554872096233606]
[2.2649111300732052, 2.0434974768630783]
[0.81860765007491931, 0.129820682986726]
[3.5928462967533363, 1.457643253175859]
[1.1552947458801968, -1.5553722258284113]
[3.4693747812082649, 2.9184428426459625]
[1.4942191515273513, 0.72444596156258645]
[2.7275124711998586, 1.5403924329455223]
[1.455068824225676, 0.056943317741967217]
[2.5794429850486096, 1.8976475250999043]
[1.5709488392257673, 1.1705091109278232]
[2.4109956658620582, 2.5094635564548806]
[0.28833876860902563, -1.5157479783808903]
[2.6736009494060284, 2.8387938178903074]
[-1.109315972090934, -1.7792623012682787]
[2.1532245551026752, 1.4612939620379435]
[-0.61597533433870166, 0.61941985608807182]
[2.7761476782004291, 0.29021239953731115]
[0.68546506172974231, -0.032291534496421817]
[0.33635867039619738, 2.07642578562022]
[0.081344298876968299, 1.1144530360148706]
[2.3252230972334402, 2.2471917939937875]
[0.9456581277175794, 1.3656985739011949]
[2.590430150037716, 1.7453422757302979]
[-1.1159581763945876, 0.74884839179409202]
[1.4518824758201494, 1.0762506479568725]
[0.38409799189294819, 0.099912295312793151]
[1.0222320882073106, 0.50814940214950099]
[-0.1655188732398504, -1.3363990895760698]
[1.5357674208059817, 1.6264503976350517]
[1.6923044354101331, -0.56921824897580353]
[1.6111818003802783, 1.8940154869903174]
[-0.65358662828339809, 1.4263546101485425]
[2.5329211197953629, 0.4197901549294456]
[-0.76461151044487408, -0.54538719209707154]
[1.6749623073145035, 2.7723342355914755]
[0.7709724729900802, -1.0551959560766706]
[3.4809186715938125, 1.6500945384777541]
[-0.016839274238388734, 2.2179637860673336]
[2.1705077323565263, 3.7296280341185595]
[1.3370627580810319, 0.26514407413856073]
[1.5774876980586483, 1.4778368778335753]
[0.082647583440885172, -0.19083884996316564]
[2.8131059396287479, 2.355804697588721]
[-0.58446265395746466, 0.6283438814879555]
[3.4425327029190407, 0.29587514469774634]
[0.2907435590229927, 0.33231990534777128]
[2.9851481748228661, 3.3061720203372573]
[1.6932511330087221, 1.4443315936448338]
[2.9113951060000565, 1.1617278335184771]
[0.25827566974629734, 1.1524070368141894]
[2.9097653699181829, 3.3312457214767255]
[0.64049006800035169, -0.1817799077743549]
[-0.1454627427373949, 3.2976117279441093]
